,DATANO,DATACD,DATANM,AREACD,AREANM,time1,time2,time3,time4,time5,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,RGN21CD,RGN21NM
2379,8.0,data8,Protective measures,E07000149,South Norfolk,116.8203,116.647,116.6038,113.1787,114.6122,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
2393,8.0,data8,Protective measures,E07000163,Craven,120.8661,114.9452,115.0524,115.8005,117.4895,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber
2407,8.0,data8,Protective measures,E07000164,Hambleton,117.4398,114.9624,115.5438,115.1224,114.7144,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber
2421,8.0,data8,Protective measures,E07000165,Harrogate,106.9101,108.7813,108.6202,107.2765,109.6649,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber
2435,8.0,data8,Protective measures,E07000166,Richmondshire,106.4083,107.4302,105.3498,105.4231,105.6407,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber
2449,8.0,data8,Protective measures,E07000167,Ryedale,116.4985,116.8344,113.9387,116.8089,118.8461,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber
2463,8.0,data8,Protective measures,E07000168,Scarborough,109.7468,108.222,107.4713,107.7212,106.6088,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber
2477,8.0,data8,Protective measures,E07000169,Selby,109.4343,110.636,111.9052,110.9117,114.411,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber
2491,8.0,data8,Protective measures,E07000170,Ashfield,105.4765,107.3173,106.693,106.4763,106.5008,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2505,8.0,data8,Protective measures,E07000171,Bassetlaw,102.4107,106.6332,105.6896,104.2833,103.6154,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2519,8.0,data8,Protective measures,E07000172,Broxtowe,109.3972,110.0455,111.2227,109.9986,110.943,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2533,8.0,data8,Protective measures,E07000173,Gedling,108.0648,108.3201,109.2634,108.3404,108.8157,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2547,8.0,data8,Protective measures,E07000174,Mansfield,103.6164,104.1747,104.6841,102.1786,102.0286,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2561,8.0,data8,Protective measures,E07000175,Newark and Sherwood,107.7544,107.7303,108.5355,106.9744,106.6932,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2575,8.0,data8,Protective measures,E07000176,Rushcliffe,116.3757,116.7759,117.6965,115.7565,117.7704,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2589,8.0,data8,Protective measures,E07000177,Cherwell,103.2836,102.9426,102.9153,101.8907,102.3653,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
2603,8.0,data8,Protective measures,E07000178,Oxford,90.96993,91.15892,90.24773,89.38738,89.00296,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
2617,8.0,data8,Protective measures,E07000179,South Oxfordshire,108.5173,109.9843,110.0486,108.6783,109.0011,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
2631,8.0,data8,Protective measures,E07000180,Vale of White Horse,107.6833,108.5014,109.6605,109.2392,108.4943,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
2645,8.0,data8,Protective measures,E07000181,West Oxfordshire,107.389,109.7424,110.5106,109.3806,110.1942,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
2659,8.0,data8,Protective measures,E07000187,Mendip,108.0154,110.386,107.0911,107.8095,108.5952,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
2673,8.0,data8,Protective measures,E07000188,Sedgemoor,109.2283,109.5488,107.6652,108.1088,107.5538,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
2687,8.0,data8,Protective measures,E07000189,South Somerset,108.1568,111.1119,110.3101,106.2121,106.1276,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
2701,8.0,data8,Protective measures,E07000192,Cannock Chase,101.0178,101.1332,101.9083,102.565,105.372,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
2715,8.0,data8,Protective measures,E07000193,East Staffordshire,101.2472,100.73,101.5103,97.16212,100.6409,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
2729,8.0,data8,Protective measures,E07000194,Lichfield,108.7548,109.6006,109.244,108.0003,107.8787,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
2743,8.0,data8,Protective measures,E07000195,Newcastle-under-Lyme,109.0002,109.5771,110.9032,107.7445,108.7956,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
2757,8.0,data8,Protective measures,E07000196,South Staffordshire,109.93,109.6337,111.7305,108.0917,109.0962,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
2771,8.0,data8,Protective measures,E07000197,Stafford,105.9675,104.126,104.2945,105.3908,106.6698,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
2785,8.0,data8,Protective measures,E07000198,Staffordshire Moorlands,117.2452,116.692,117.4967,114.3111,115.6086,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
2799,8.0,data8,Protective measures,E07000199,Tamworth,106.2652,105.82,105.6318,103.2933,101.7377,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
2813,8.0,data8,Protective measures,E07000200,Babergh,108.7227,111.4653,112.0756,110.9365,115.4031,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
2827,8.0,data8,Protective measures,E07000202,Ipswich,96.71937,98.45485,98.34315,97.16449,98.26397,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
2841,8.0,data8,Protective measures,E07000203,Mid Suffolk,111.2012,114.565,112.8561,111.3093,113.3407,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
2855,8.0,data8,Protective measures,E07000207,Elmbridge,95.05657,93.52297,98.1856,94.42117,95.85378,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
2869,8.0,data8,Protective measures,E07000208,Epsom and Ewell,101.3586,101.4712,102.425,101.6788,102.6729,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
2883,8.0,data8,Protective measures,E07000209,Guildford,96.48042,94.92649,102.0556,96.90663,99.72426,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
2897,8.0,data8,Protective measures,E07000210,Mole Valley,101.4596,99.74244,104.9572,102.9844,104.0386,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
2911,8.0,data8,Protective measures,E07000211,Reigate and Banstead,95.83202,92.18579,97.53447,95.06039,99.59082,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
2925,8.0,data8,Protective measures,E07000212,Runnymede,95.43828,93.54878,100.355,99.59292,98.67776,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
2939,8.0,data8,Protective measures,E07000213,Spelthorne,95.97626,91.4804,99.08486,95.32864,96.04129,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
2953,8.0,data8,Protective measures,E07000214,Surrey Heath,102.0153,96.96568,101.9282,101.6654,104.1327,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
2967,8.0,data8,Protective measures,E07000215,Tandridge,99.41719,96.30471,102.7928,101.0173,103.3247,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
2981,8.0,data8,Protective measures,E07000216,Waverley,104.82,99.43948,105.0934,104.4175,104.9259,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
2995,8.0,data8,Protective measures,E07000217,Woking,99.19856,94.68006,101.4695,101.8658,101.6574,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
3009,8.0,data8,Protective measures,E07000218,North Warwickshire,107.089,106.6766,104.414,103.5884,104.1523,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
3023,8.0,data8,Protective measures,E07000219,Nuneaton and Bedworth,101.5559,100.9693,97.79396,97.2866,99.19764,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
3037,8.0,data8,Protective measures,E07000220,Rugby,105.3245,104.7928,103.4778,101.5243,101.8749,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
3051,8.0,data8,Protective measures,E07000221,Stratford-on-Avon,109.2637,108.216,107.1201,106.1073,107.1237,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
3065,8.0,data8,Protective measures,E07000222,Warwick,106.4438,107.8418,105.6801,105.0544,104.474,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
3079,8.0,data8,Protective measures,E07000223,Adur,99.49941,103.8642,106.996,106.1116,107.6941,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
3093,8.0,data8,Protective measures,E07000224,Arun,100.9169,103.9205,104.5558,103.1347,104.1301,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
3107,8.0,data8,Protective measures,E07000225,Chichester,102.8431,103.7278,104.4383,103.3617,103.1574,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
3121,8.0,data8,Protective measures,E07000226,Crawley,93.14162,96.42304,96.0805,94.42658,95.20572,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
3135,8.0,data8,Protective measures,E07000227,Horsham,107.261,110.1552,110.413,109.6282,109.1346,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
3149,8.0,data8,Protective measures,E07000228,Mid Sussex,105.3784,108.7194,110.8864,110.5463,108.8342,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
3163,8.0,data8,Protective measures,E07000229,Worthing,93.46294,97.98773,101.9358,101.9705,103.8251,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
3177,8.0,data8,Protective measures,E07000234,Bromsgrove,110.784,110.5993,110.4189,111.9186,112.5659,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
3191,8.0,data8,Protective measures,E07000235,Malvern Hills,110.841,111.1861,112.6373,112.5489,116.3876,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
3205,8.0,data8,Protective measures,E07000236,Redditch,100.7241,100.0477,98.8868,99.83227,102.6612,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
3219,8.0,data8,Protective measures,E07000237,Worcester,100.5761,101.5888,101.3535,100.1764,101.1878,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
3233,8.0,data8,Protective measures,E07000238,Wychavon,110.9251,108.3956,109.5057,110.7502,110.102,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
3247,8.0,data8,Protective measures,E07000239,Wyre Forest,113.3979,104.7795,105.5588,105.82,108.174,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
3261,8.0,data8,Protective measures,E07000240,St Albans,104.812,104.5652,103.0721,98.83548,99.50866,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
3275,8.0,data8,Protective measures,E07000241,Welwyn Hatfield,101.8329,102.2043,100.6979,100.1507,101.934,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
3289,8.0,data8,Protective measures,E07000242,East Hertfordshire,106.4289,109.2909,108.0657,107.5189,110.0081,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
3303,8.0,data8,Protective measures,E07000243,Stevenage,100.8613,102.6337,101.5125,100.0518,101.5691,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
3317,8.0,data8,Protective measures,E07000244,East Suffolk,106.999,108.7649,108.9271,108.64,109.7732,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
3331,8.0,data8,Protective measures,E07000245,West Suffolk,105.6806,107.9483,106.6138,104.2348,104.0531,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
3345,8.0,data8,Protective measures,E07000246,Somerset West and Taunton,106.7077,107.784,106.563,106.1269,106.1579,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
3359,8.0,data8,Protective measures,E08000001,Bolton,102.0906,102.9648,104.4592,101.7754,101.4266,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
3373,8.0,data8,Protective measures,E08000002,Bury,100.8409,100.5737,100.8527,97.9032,100.4879,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
3387,8.0,data8,Protective measures,E08000003,Manchester,85.41496,85.07123,86.30805,84.7053,84.40979,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
3401,8.0,data8,Protective measures,E08000004,Oldham,99.16,99.45985,101.1038,96.97025,100.8639,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
3415,8.0,data8,Protective measures,E08000005,Rochdale,100.6129,101.3556,101.47,96.95221,101.6564,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
3429,8.0,data8,Protective measures,E08000006,Salford,92.81399,92.31294,92.18065,91.15973,90.76554,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
3443,8.0,data8,Protective measures,E08000007,Stockport,99.73415,103.2384,104.4219,104.2646,105.6815,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
3457,8.0,data8,Protective measures,E08000008,Tameside,95.09468,97.59736,98.51608,96.45926,98.81829,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
3471,8.0,data8,Protective measures,E08000009,Trafford,101.3329,100.3971,102.8825,98.30389,102.8391,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
3485,8.0,data8,Protective measures,E08000010,Wigan,104.5663,104.3152,105.468,106.0019,105.2757,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
3499,8.0,data8,Protective measures,E08000011,Knowsley,94.88982,95.55387,95.3332,94.56187,93.75598,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
3513,8.0,data8,Protective measures,E08000012,Liverpool,84.23331,85.04224,85.3875,89.9372,89.26461,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
3527,8.0,data8,Protective measures,E08000013,St. Helens,101.3382,100.5125,101.5665,99.21727,99.78608,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
3541,8.0,data8,Protective measures,E08000014,Sefton,93.72556,92.97765,94.29353,96.31162,97.36101,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
3555,8.0,data8,Protective measures,E08000015,Wirral,99.7774,101.6484,102.4576,100.8053,101.8714,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
3569,8.0,data8,Protective measures,E08000016,Barnsley,115.4533,108.9425,110.0819,109.0813,108.9016,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber
3583,8.0,data8,Protective measures,E08000017,Doncaster,101.7143,102.3963,102.2698,101.1799,101.6512,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber
3597,8.0,data8,Protective measures,E08000018,Rotherham,104.0731,105.5951,106.9265,106.9175,106.7912,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber
3611,8.0,data8,Protective measures,E08000019,Sheffield,103.3373,103.437,102.8877,101.6553,101.9667,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber
3625,8.0,data8,Protective measures,E08000021,Newcastle upon Tyne,97.29821,96.82385,96.73997,96.7802,97.01612,,,,,,,,,,,,,,,,,,,,,,E12000001,North East
3639,8.0,data8,Protective measures,E08000022,North Tyneside,106.516,105.6895,105.6135,105.7498,106.3956,,,,,,,,,,,,,,,,,,,,,,E12000001,North East
3653,8.0,data8,Protective measures,E08000023,South Tyneside,103.133,103.4526,103.6872,101.7837,104.4899,,,,,,,,,,,,,,,,,,,,,,E12000001,North East
3667,8.0,data8,Protective measures,E08000024,Sunderland,105.1228,104.9661,104.5993,105.734,107.0173,,,,,,,,,,,,,,,,,,,,,,E12000001,North East
3681,8.0,data8,Protective measures,E08000025,Birmingham,89.91007,89.87811,89.76878,88.0861,87.24174,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
3695,8.0,data8,Protective measures,E08000026,Coventry,97.41105,97.06255,93.37582,92.03049,93.17157,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
3709,8.0,data8,Protective measures,E08000027,Dudley,105.4356,104.5379,106.0706,105.2392,103.6781,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
3723,8.0,data8,Protective measures,E08000028,Sandwell,94.41839,95.13457,94.27413,92.15781,91.56845,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
3737,8.0,data8,Protective measures,E08000029,Solihull,104.5043,102.8715,101.4175,100.5912,98.71564,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
3751,8.0,data8,Protective measures,E08000030,Walsall,100.5665,98.72447,98.84784,97.793,98.15173,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
3765,8.0,data8,Protective measures,E08000031,Wolverhampton,95.78879,94.33305,93.67697,91.05722,88.86239,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
3779,8.0,data8,Protective measures,E08000032,Bradford,96.52271,96.06505,93.42277,97.25378,97.97394,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber
3793,8.0,data8,Protective measures,E08000033,Calderdale,102.9122,103.4094,103.5795,101.8079,99.45041,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber
3807,8.0,data8,Protective measures,E08000034,Kirklees,102.0895,104.1604,103.7404,100.9802,102.2155,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber
3821,8.0,data8,Protective measures,E08000035,Leeds,97.30115,98.20452,99.21439,98.90736,98.38097,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber
3835,8.0,data8,Protective measures,E08000036,Wakefield,104.1829,107.6904,107.4885,106.2041,104.5792,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber
3849,8.0,data8,Protective measures,E08000037,Gateshead,103.4873,103.339,103.4504,103.6605,103.5486,,,,,,,,,,,,,,,,,,,,,,E12000001,North East
3863,8.0,data8,Protective measures,E09000002,Barking and Dagenham,85.96624,87.47564,86.96519,84.99067,85.32837,,,,,,,,,,,,,,,,,,,,,,E12000007,London
3877,8.0,data8,Protective measures,E09000003,Barnet,86.07109,85.76225,87.65965,85.74987,86.60282,,,,,,,,,,,,,,,,,,,,,,E12000007,London
3891,8.0,data8,Protective measures,E09000004,Bexley,97.60387,98.9255,99.83655,98.09612,97.28775,,,,,,,,,,,,,,,,,,,,,,E12000007,London
3905,8.0,data8,Protective measures,E09000005,Brent,86.07717,84.89439,84.34166,82.64638,81.58041,,,,,,,,,,,,,,,,,,,,,,E12000007,London
3919,8.0,data8,Protective measures,E09000006,Bromley,98.50752,97.96946,100.8501,99.80437,98.87407,,,,,,,,,,,,,,,,,,,,,,E12000007,London
3933,8.0,data8,Protective measures,E09000007,Camden,79.52341,80.14559,79.17769,76.75776,74.87623,,,,,,,,,,,,,,,,,,,,,,E12000007,London
3947,8.0,data8,Protective measures,E09000008,Croydon,88.57851,87.88439,87.65589,86.13558,87.85079,,,,,,,,,,,,,,,,,,,,,,E12000007,London
3961,8.0,data8,Protective measures,E09000009,Ealing,85.69737,86.78335,86.62473,84.53768,84.47365,,,,,,,,,,,,,,,,,,,,,,E12000007,London
3975,8.0,data8,Protective measures,E09000010,Enfield,89.67644,91.25973,89.56718,86.40488,86.97554,,,,,,,,,,,,,,,,,,,,,,E12000007,London
3989,8.0,data8,Protective measures,E09000011,Greenwich,87.19121,88.5159,88.50893,87.43761,87.59947,,,,,,,,,,,,,,,,,,,,,,E12000007,London
4003,8.0,data8,Protective measures,E09000012,Hackney,78.31355,77.98637,77.4877,76.7402,72.21622,,,,,,,,,,,,,,,,,,,,,,E12000007,London
4017,8.0,data8,Protective measures,E09000013,Hammersmith and Fulham,78.07287,78.76383,79.1078,76.40564,75.99673,,,,,,,,,,,,,,,,,,,,,,E12000007,London
4031,8.0,data8,Protective measures,E09000014,Haringey,86.34679,84.60176,83.85184,80.31209,81.69083,,,,,,,,,,,,,,,,,,,,,,E12000007,London
4045,8.0,data8,Protective measures,E09000015,Harrow,91.55232,90.42103,89.40131,88.51851,86.54811,,,,,,,,,,,,,,,,,,,,,,E12000007,London
4059,8.0,data8,Protective measures,E09000016,Havering,96.41722,99.76493,100.1926,98.04121,99.41307,,,,,,,,,,,,,,,,,,,,,,E12000007,London
4073,8.0,data8,Protective measures,E09000017,Hillingdon,89.59843,89.08662,91.25739,90.32742,91.05465,,,,,,,,,,,,,,,,,,,,,,E12000007,London
4087,8.0,data8,Protective measures,E09000018,Hounslow,85.55214,83.28247,87.28918,85.99355,86.51172,,,,,,,,,,,,,,,,,,,,,,E12000007,London
4101,8.0,data8,Protective measures,E09000019,Islington,86.61378,85.49042,83.83772,80.81682,80.55062,,,,,,,,,,,,,,,,,,,,,,E12000007,London
4115,8.0,data8,Protective measures,E09000020,Kensington and Chelsea,73.1298,73.20877,73.68516,72.0475,71.5088,,,,,,,,,,,,,,,,,,,,,,E12000007,London
4129,8.0,data8,Protective measures,E09000021,Kingston upon Thames,94.8099,93.85285,89.13281,88.858,91.20014,,,,,,,,,,,,,,,,,,,,,,E12000007,London
4143,8.0,data8,Protective measures,E09000022,Lambeth,83.80276,83.28197,82.31968,81.04355,81.30639,,,,,,,,,,,,,,,,,,,,,,E12000007,London
4157,8.0,data8,Protective measures,E09000023,Lewisham,85.77089,86.44235,87.35073,85.71011,85.83075,,,,,,,,,,,,,,,,,,,,,,E12000007,London
4171,8.0,data8,Protective measures,E09000024,Merton,89.69063,89.46064,88.91675,86.62544,87.42251,,,,,,,,,,,,,,,,,,,,,,E12000007,London
4185,8.0,data8,Protective measures,E09000025,Newham,83.68652,84.72947,83.70773,81.74421,80.86758,,,,,,,,,,,,,,,,,,,,,,E12000007,London
4199,8.0,data8,Protective measures,E09000026,Redbridge,90.63005,92.72743,89.84032,86.98128,87.26279,,,,,,,,,,,,,,,,,,,,,,E12000007,London
4213,8.0,data8,Protective measures,E09000027,Richmond upon Thames,93.20444,90.27904,93.65057,90.5816,93.7056,,,,,,,,,,,,,,,,,,,,,,E12000007,London
4227,8.0,data8,Protective measures,E09000028,Southwark,84.66212,85.12171,84.20905,82.7832,82.8673,,,,,,,,,,,,,,,,,,,,,,E12000007,London
4241,8.0,data8,Protective measures,E09000029,Sutton,98.51618,99.05727,98.47792,97.39133,98.03548,,,,,,,,,,,,,,,,,,,,,,E12000007,London
4255,8.0,data8,Protective measures,E09000030,Tower Hamlets,84.12122,85.33264,85.32959,83.26549,82.67624,,,,,,,,,,,,,,,,,,,,,,E12000007,London
4269,8.0,data8,Protective measures,E09000031,Waltham Forest,85.99122,86.69595,88.57348,86.38157,83.11632,,,,,,,,,,,,,,,,,,,,,,E12000007,London
4283,8.0,data8,Protective measures,E09000032,Wandsworth,86.64233,86.60843,86.46351,84.59443,85.45213,,,,,,,,,,,,,,,,,,,,,,E12000007,London
4297,8.0,data8,Protective measures,E09000033,Westminster,74.81208,74.62615,74.37028,72.42417,71.70833,,,,,,,,,,,,,,,,,,,,,,E12000007,London
